Startup,URL,Business Description,Funding Stage,Total funding (US$),Opportunity Space,Maturity,Founded,Location,City,Global,Client Served,Business Line
Africa Fleet Management Solutions,https://www.afms.co.ke/,Fleet Management Solutions,Undisclosed,,x,Nascent,2008,Kenya,Nairobi,African,Small and Medium Enterprises (SMEs) ,Fleet management
Ridver,https://ridver.com/,App-based ride-hailing service,Undisclosed,,x,Nascent,2018,South Africa,Johannesburg,African,End consumers,Ride-hailing
Trackmatic Solutions,https://trackmatic.co.za/,Fleet Management & Routing,Undisclosed,,Smart Cities,Nascent,2009,South Africa,Johannesburg,African,Small and Medium Enterprises (SMEs) ,Logistics Tracking
Pink Taxi,http://www.pinktaxi.net/,App-based women-only ride-hailing platform,Undisclosed,,x,Nascent,2015,Egypt,Cairo,African,End consumers,Gender Inclusive Transport 
AlydApp,https://www.slydapp.com/,App-based electric kick scooter sharing platform,Undisclosed,,x,Nascent,2018,Egypt,Cairo,African,End consumers,Electric Ride Hailing
Solar Turtle,https://www.solarturtle.co.za/products/solarturtle-hub/,Converts containers into solar powered stations and shops,Undisclosed,,x,Nascent,2016,South Africa,Johannesburg,African,Small and Medium Enterprises (SMEs) ,Off-grid solar solution
Freedom Won,https://www.freedomwon.co.za/,Home based energy storage systems and EV developer,Undisclosed,,Renewables Transition,Nascent,2014,South Africa,Johannesburg,African,End consumers,Energy storage 
Electric Safari,https://electricsafarivehicles.com/,Provider of electrification solutions for safari vehicles,Undisclosed,,x,Nascent,2018,South Africa,Nelspruit,African,Small and Medium Enterprises (SMEs) ,E Mobility
BridgeIOT,https://www.bridgiot.co.za/solutions/,Provider of IoT-based water monitoring solutions,Undisclosed,,Data Analytics,Nascent,2016,South Africa,Stellenbosch,African,Utilities ,Data Analytics
Cynotrust,https://www.cynotrust.com/,Blockchain-based data marketplace for the energy industry,Undisclosed,,Smart Energy,Nascent,2016,Nigeria,Abuja,African,End consumers,Blockchain
ECI Smart Meters,https://ecismartmeters.co.za/,Manufcaturer of smart energy meters,Undisclosed,,x,Nascent,2018,South Africa,Johannesburg,African,Commercial and Industrial (C&I) ,Smart water meter
Tunisia Smart Water,https://tunisia-smartwater.com/,Water monitoring and metering solution provider,Undisclosed,,x,Nascent,2019,Tunisia,Grombalia,African,Farmers,Smart water meter
Multi Pek,https://multipek-systems.com/,"Power quality, distribution, and management solutions to Data Centers, IT infrastructure, and Telecom",Undisclosed,,Data Centres,Nascent,2015,South Africa,Johannesburg,African,End consumers,Data Centres
Finche,https://www.finche.co/,Blockchain-based green energy investment platform,Undisclosed,,Smart Energy,Nascent,2017,Nigeria,Lagos,African,Small and Medium Enterprises (SMEs) ,Blockchain for energy financing 
VEHS,https://vehs.co.za/,Provides a portable power-station that uses traffic pressure from vehicles to generate renewable electricity.,Undisclosed,,Renewables Transition,Nascent,2017,South Africa,Johannesburg,African,City councils ,Energy Capture
Sun Exchange,https://www.thesunexchange.com/,Decentralized crowdsourcing based solar project investment platform,Seed,"3,200,000",Improved UX,Nascent,2014,South Africa,Cape Town,African,Small and Medium Enterprises (SMEs) ,Energy Purchasing
Dauerhaft Nigeria,https://www.dauerhaftnigeria.com/,Technology solutions provider for converting waste to energy,Undisclosed,,Renewables Transition,Nascent,2019,Nigeria,Lagos,African,Commercial and Industrial (C&I) ,Waste-to-Energy
IS Metering,https://ismetering.co.za/,Smart metering solutions provider,Undisclosed,,Energy Efficiency,Nascent,2013,South Africa,Pretoria,African,Small and Medium Enterprises (SMEs) ,smart meters
GeyserWorx,http://www.geyserworx.eu/,Solar energy based heating solutions provider,Undisclosed,,Renewables Transition,Nascent,2013,South Africa,Johannesburg,African,End consumers,Solar water heating
Upnenpa,https://www.upnepa.ng/,Information platform for electricity power status,Seed,"20,000",Improved UX,Nascent,2017,Nigeria,Lagos,African,End consumers,Energy Purchasing
Centurion Solar,https://centurionsolar.co.za/,Solar panel monitoring & control system provider,Undisclosed,,Energy Analytics,Nascent,2015,South Africa,Johannesburg,African,Small and Medium Enterprises (SMEs) ,Energy Analytics
SES,https://www.ses.com.eg/,Provider of building automation and energy management solutions,Undisclosed,,Smart Cities,Nascent,2008,Egypt,Cairo,African,Commercial and Industrial (C&I) ,Smart Building Management
Mean Sea Level,http://www.meansealevel.com/,Wave energy converter,Undisclosed,,Renewables Transition,Nascent,2013,South Africa,Paarl,African,Utilities ,Energy Capture
Ekoguru,http://www.ekoguru.co/,EkoGuru allows the user to monitor their energy usage and recommends ways to save based on the usage data.,Undisclosed,,Energy Analytics,Nascent,2014,South Africa,Cape Town,African,End consumers,Energy Analytics
Water From Air,https://www.waterfromair.co.za/,Air-to-water generation systems provider,Undisclosed,,x,Nascent,2008,South Africa,Durban,African,Commercial and Industrial (C&I) ,Clean Water
Air Water,https://airwater.co.za/,Plug and play atmospheric water generator,Undisclosed,,x,Nascent,2006,South Africa,Cape Town,African,Commercial and Industrial (C&I) ,Clean Water
Wattlinq,http://www.wattlinq.com/,IoT based load management solution provider,Undisclosed,,Smart Energy,Nascent,2017,Nigeria,Abuja,African,Small and Medium Enterprises (SMEs) ,Smart Grids
Homebug,https://www.homebug.co.za/,Provider of household electricity monitoring solutions,Undisclosed,,Energy Efficiency,Nascent,2012,South Africa,Cape Town,African,End consumers,Smart Meters
Zarac,https://zacrac.com/,Market research data solutions,Undisclosed,,Data Analytics,Nascent,2015,Nigeria,Akure,African,Small and Medium Enterprises (SMEs) ,Data Analytics
Tattara,https://tattara.com/,Cloud-based offline data collection platform for field agents,Undisclosed,,Data Collection,Nascent,2016,Nigeria,Abuja,African,Commercial and Industrial (C&I) ,Data Collection
Eighty20,https://dataportal.eighty20.co.za/home?next=%2F,"Eighty20 offers data and business intelligence solutions for marketing professionals. The company uses consumer surveys, primary research with both quantitative and qualitative data to identify trends.",Undisclosed,,Data Analytics,Nascent,2001,South Africa,Cape Town,African,Commercial and Industrial (C&I) ,Data Analytics
Silex,http://www.silexscrypt.com.ng/,Cloud-based solutions for secure communication,Undisclosed,,Data Collection,Nascent,2019,Nigeria,Abuja,African,Commercial and Industrial (C&I) ,Encryption
Omnisent,https://omnisient.com/,Platform for secure data sharing,Seed,,Data Analytics,Nascent,2015,South Africa,Cape Town,African,Commercial and Industrial (C&I) ,Data Analytics
Gravity Earth,https://www.gravity.earth/,"Platform to receive, store, and share verifiable personal data",Undisclosed,,Data Collection,Nascent,2016,Kenya,Nairobi,African,Small and Medium Enterprises (SMEs) ,Digital Identities
WA9Tech,https://wa9tech.com/,App-based platform for public-transit information,Undisclosed,,Data Collection,Nascent,2019,Tunisia,Tunis,African,End consumers,Data Collection
Adrasha,https://adrasha.io/,App-based solution for offline maps and navigation,Undisclosed,,Smart Cities,Nascent,2017,Ethiopia,Addis Ababa,African,End consumers,Maps
Where Is My Transport,https://www.whereismytransport.com/,Big data platform for transportation information,Series A,"13,300,000",Smart Cities,Nascent,2015,South Africa,Cape Town,African,End consumers,Maps
ClinicPesa,https://clinicpesa.com/,Web-based and mobile application for providing health care financing,Undisclosed,,x,Nascent,2016,Uganda,Kampala,African,End consumers,Health Care Affordability
Dokitari,https://www.dokitari.com/,Provider of platform for tele-medicine solutions,Undisclosed,,Telemedicine,Nascent,2017,Uganda,Kampala,African,End consumers,Online Health consultations
Health DIS,http://www.healthdis.com/,Provider of EMR software for clinics,Undisclosed,,Digitising Health Data,Nascent,2018,Nigeria,Lagos,African,Health care workers,Electronic Health Records 
Homebita,https://www.hometiba.com/,Provider of an online doctor consultation & appointment booking platform,Undisclosed,,Telemedicine,Nascent,2020,Kenya,Mombasa,African,End consumers,Online Health consultations
FastRX,http://www.fastrxapp.com/,Provider of supply chain management software for pharmacies,Undisclosed,,Smart Hospitals,Nascent,2018,Ghana,Kumasi,African,Commercial and Industrial (C&I) ,Pharmaceutical supply chain 
Xerdocs,https://www.xerdocs.com/,Provider of hospital management software,Undisclosed,,Smart Hospitals,Nascent,2018,Nigeria,Lagos,African,Health care workers,Hospital Management System
Applinic,https://applinic.com/,Online doctor consultation platform,Undisclosed,,Telemedicine,Nascent,2016,Nigeria,Enugu,African,End consumers,Online Health consultations
EC Flow,https://ecflow.app/,Provider of patient management and analytics software,Undisclosed,,Smart Hospitals,Nascent,2018,South Africa,Cape Town,African,Health care workers,Patient Management System
Memo Health Assistant,https://www.getmemo.co.za/,Mobile app for tracking symptoms,Undisclosed,,Telemedicine,Nascent,2016,South Africa,Pretoria,African,End consumers,Mobile Health Info
Weqaaya,https://weqaaya.com/,Provider of practice management software for doctors,Undisclosed,,Smart Hospitals,Nascent,2017,Egypt,Cairo,African,Health care workers,Patient Management System
Ingress Health Care,https://www.ingresshealthcare.co.za/,Online doctor appointment booking platform,Seed,"706,000",Telemedicine,Nascent,2019,South Africa,Cape Town,African,End consumers,Online Health consultations
Cura Network,https://www.curanetwork.co/,Provider of platform for healthcare data security,Undisclosed,,Digitising Health Data,Nascent,2017,Nigeria,Ibadan,African,Health care workers,EHR
XEMR,https://xemr.net/,Provider of health data interoperability platform,Undisclosed,,Digitising Health Data,Nascent,2018,Egypt,Alexandria,African,Health care workers,EHR
True Spec,https://www.truespec-africa.org/,AI-based device for checking drugs genuinity,Undisclosed,,x,Nascent,2019,Cameroon,Douala,African,End consumers,Drug authentification 
Medics2You,https://www.medics2you.com/,Provider of an online doctor consultation and appointment booking platform,Undisclosed,,Telemedicine,Nascent,2018,Nigeria,Lagos,African,End consumers,Online Health consultations
Hello Doc,https://hellodocapp.com/,Nigeria's largest community of online doctors,Undisclosed,,Smart Hospitals,Nascent,2018,Nigeria,Lagos,African,Health care workers,Health Care Information Management
Leap,https://www.leaphealthmobile.com/,Provider of learning platform for healthcare providers,Undisclosed,,Telemedicine,Nascent,2013,Kenya,Nairobi,African,Health care workers,MHealth
Medicater,https://www.medicater.co.za/,Provider of hospital meal booking solution,Undisclosed,,Telemedicine,Nascent,2018,South Africa,Durban,African,Health care workers,Online Health consultations
Seven Doctors,http://seven-doctorz.com/,Online doctor consultation & appointment booking platform,Undisclosed,,Telemedicine,Nascent,2019,Uganda,Kampala,African,End consumers,Online Health consultations
Kwikdokita,https://www.kwikdokita.com/,Provider of an online doctor consultation platform,Undisclosed,,Telemedicine,Nascent,2019,Uganda,Kampala,African,End consumers,Online Health consultations
Envisionit Deep AI,https://www.edai.africa/,AI-Based medical imagining & diagnosis,Undisclosed,,Telemedicine,Nascent,2019,South Africa,Johannesburg,African,Health care workers,AI-Assisted Diagnosis
Ulablife,https://www.ulablife.com/,AI-based practice management software for doctors,Undisclosed,,Telemedicine,Nascent,2019,Ghana,Accra,African,Health care workers,Online Health consultations
Deaf Tronics,https://deaftronics.com/,Solar Powered Hearing Aids,Undisclosed,,Renewables Transition,Nascent,2009,Botswana,Gaborone,African,End consumers,Solar-powered device
Response 24,https://response24.co.za/,App to book emergency response services,Undisclosed,,x,Nascent,2018,South Africa,Johannesburg,African,End consumers,emergency response
Lafiya,https://www.lafiya.app/,App for doctor telconsultation,Undisclosed,,Telemedicine,Nascent,2019,Nigeria,Lagos,African,End consumers,Online Health consultations
Medpool Solutions,http://www.medpool.solutions/,Provider of cloud-based clinical data management software,Undisclosed,,Digitising Health Data,Nascent,2019,Ghana,Accra,African,Health care workers,Patient Data
My Blood Test,https://mybloodtest.co.za/home,Provider of an online platform to find pathology lab,Undisclosed,,Telemedicine,Nascent,2018,South Africa,Pretoria,African,End consumers,Remote Diagnostics and Treatment
Medi Call,https://medicallnigeria.com/,Online teleconsultation platform with doctors,Undisclosed,,Telemedicine,Nascent,2019,Nigeria,Abuja,African,End consumers,Online Health consultations
Siha Health,https://www.sihahealth.com/,Online platform for doctor consultation,Undisclosed,,Telemedicine,Nascent,2018,Kenya,Nairobi,African,End consumers,Online Health consultations
Ribbon Blockchain,https://ribbonblockchain.com/,Provider of decentralized platform for public health,Undisclosed,,Telemedicine,Nascent,2018,South Africa,Johannesburg,African,End consumers,Mobile Health Info
MedTrack,https://www.medtrack.io/,Provider of health information management platform,Undisclosed,,Smart Hospitals,Nascent,2017,Ghana,Accra,African,Health care workers,Patient Management System
MediFiles,https://medifiles.com/,Provider of solutions for managing personal health record,Undisclosed,,Digitising Health Data,Nascent,2017,Egypt,Cairo,African,End consumers,Patient Data
Dawaya,http://www.dawapoint.com/,Online pharmacy to order medication,Undisclosed,,Telemedicine,Nascent,2014,Egypt,Cairo,African,End consumers,Online Pharmacy
PriveDoc,https://privedoc.com/,Online platform for doctor appointment booking,Undisclosed,,Telemedicine,Nascent,2017,Nigeria,Lagos,African,End consumers,Online Health consultations
Daktari Africa,https://daktariafrica.com/,"Online listing platform to search for doctors, hospitals and diagnostic labs",Undisclosed,,Telemedicine,Nascent,2015,Kenya,Nairobi,African,End consumers,Online Health consultations
Doctor 4 Africa,https://www.doctor4africa.com/,App and web platform to find healthcare services,Undisclosed,,Telemedicine,Nascent,2015,Kenya,Nairobi,African,End consumers,Telehealth
Uzima Health,https://uzimahealth.com/,Provider of app to manage medical practices for healthcare professionals,Undisclosed,,Smart Hospitals,Nascent,2012,Kenya,Kiambu,African,Health care workers,Hospital Management System
Medflit,https://www.medflit.com/#/,Online platform offering telemedicine services,Undisclosed,,Telemedicine,Nascent,2017,Nigeria,Lekki,African,End consumers,Telehealth
Koko,https://www.kokomdapp.com/,Provider of platform to connect the patient to medical care giver,Undisclosed,,Digitising Health Data,Nascent,2018,Nigeria,Lagos,African,End consumers,EHR
Usalama,https://www.usalamatechnology.com/,Provider of an app for emergency response system,Undisclosed,,x,Nascent,2016,Kenya,Nairobi,African,End consumers,Emergency Response
Estshara,https://estshara.com/en,Online platform for doctor consultation,Undisclosed,,Telemedicine,Nascent,2015,Egypt,Cairo,African,End consumers,Online Health consultations
Ambium,https://www.ambium.net/,Clinic practice management software,Undisclosed,,Smart Hospitals,Nascent,2004,South Africa,Johannesburg,African,Health care workers,Health Care Information Management
Assure Plus,https://www.assure-plus.net/,Provider of cloud-based solution provider of hospital operations,Undisclosed,,Digitising Health Data,Nascent,2019,Uganda,Kampala,African,Health care workers,EHR
Matibabu,https://www.matibabu.io/,Provider of solutions for population health management,Seed,"100,000",Digitising Health Data,Nascent,2017,Uganda,Kampala,African,Health care workers,Patient Data
Dawaey,https://dawaey.com/,AI-based app for drug search for healthcare providers,Undisclosed,,Telemedicine,Nascent,2016,Egypt,Cairo,African,Health care workers,Online Directories
First Medtrade,https://www.firstmedtrade.com/,Provider of platform for connecting patient and physicians,Undisclosed,,Telemedicine,Nascent,2016,Egypt,Cairo,African,End consumers,Telehealth
iPharma,https://www.ipharma-app.com/,App for ordering medicines,Undisclosed,,Telemedicine,Nascent,2017,Egypt,Cairo,African,End consumers,Online Pharmacy
JaraCare,https://www.jaracare.com/,Online platform to book appointment with doctors,Undisclosed,,Telemedicine,Nascent,2016,Nigeria,Abuja,African,End consumers,Telehealth
Healr,https://healr.life/,Online platform to book appointment with a doctor,Undisclosed,,Telemedicine,Nascent,2017,South Africa,Johannesburg,African,End consumers,Online Directories
Life,https://www.lifemedicalapp.com/en/,Online appointment booking platform for patients,Undisclosed,,Telemedicine,Nascent,2018,Egypt,Cairo,African,Health care workers,Health Consultation Booking Platform
Doctoora,https://www.doctoora.com/,Online platform to find doctors,Seed,"25,000",Telemedicine,Nascent,2016,Nigeria,Lagos,African,End consumers,Online Directories
Helivac,https://www.helivac.co.za/,Provider of emergency solutions,Undisclosed,,x,Nascent,2008,South Africa,Johannesburg,African,End consumers,Emergency Response
Doctor Dial,https://doctordial.com.ng/,Online telemedicine platform,Undisclosed,,Telemedicine,Nascent,2016,Nigeria,Lagos,African,End consumers,Online Health consultations
Hello Doctor,https://www.hellodoctor.co.za/,Online medical consultation services,Undisclosed,,Telemedicine,Nascent,2011,South Africa,Cape Town,African,End consumers,Online Health consultations
Cure Chat,http://www.curechat.com/,Online telemedicine platform,Undisclosed,,Telemedicine,Nascent,2015,Nigeria,Lagos,African,End consumers,Online Health consultations
Connect Med,https://www.connectmed.co.za/,Telemedicine service providing platform,Undisclosed,,Telemedicine,Nascent,2015,South Africa,Johannesburg,African,End consumers,Online Health consultations
Tremendoc,https://tremendoc.com/doctor/,App for telemedicine and consultation,Undisclosed,,Telemedicine,Nascent,2017,Nigeria,Lagos,African,End consumers,Online Health consultations
Elbalto,https://www.elbalto.com/,App for doctor teleconsultation,Undisclosed,,Telemedicine,Nascent,2017,Egypt,Cairo,African,End consumers,Online Health consultations
Dro Health,https://www.drohealth.com/,App offering telehealth services,Undisclosed,,Telemedicine,Nascent,2018,Nigeria,Lagos,African,End consumers,Online Health consultations
Alpha MD,http://www.alpha.md/,Online platform for remote consultation with doctors,Undisclosed,,Telemedicine,Nascent,2016,Nigeria,Lagos,African,End consumers,Online Health consultations
Reliance HMO,https://www.reliancehmo.com/,Community-based telemedicine platform providing answers to patients questions and appointment booking portal,Seed,"170,000",x,Nascent,2015,Nigeria,Lagos,African,End consumers,Health Insurance
Medikal,https://medikal.com.ng/,Provider of hospital management platform for medical practices,Undisclosed,,Smart Hospitals,Nascent,2017,Nigeria,Lagos,African,Health care workers,Patient Management System
HealthForce,https://www.healthforce.io/,Software for practice management systems for nurse and clinics,Undisclosed,,Telemedicine,Nascent,2018,South Africa,Johannesburg,African,End consumers,Telehealth
Instadiet,https://www.instadiet.me/,Online platform offering expert led personalised diet plans,Undisclosed,,x,Nascent,2017,Egypt,Cairo,African,End consumers,Supplement
Arone,https://www.aronedelivery.com/,Drone delivered medicine,Undisclosed,,Smart Cities,Nascent,2017,Nigeria,Nsukka,African,End consumers,Logistics Tracking
Medsaf,https://www.medsaf.com/,Online B2B marketplace for medicines,Seed,"330,000",Smart Hospitals,Nascent,2016,Nigeria,Lagos,African,Health care workers,Pharmaceutical supply chain 
Helium Health,https://www.heliumhealth.com/,EHR and hospital management system for healthcare facilities in Africa,Seed,"120,000",Digitising Health Data,Nascent,2015,Nigeria,Lagos,African,Health care workers,EHR
Hospital Run,https://www.hospitalrun.io/,Open source hospital information software system for developing world hospitals,Undisclosed,,Smart Hospitals,Nascent,2012,Kenya,Nairobi,African,Health care workers,Hospital Management System
Jamii,https://www.jamiiafrica.com/,Mobile micro-health insurance startup,Seed,"2,000,000",x,Nascent,2016,United Republic of Tanzania,Dar Es Salaam,African,End consumers,Micro-insurance
Nabada Care,https://www.nabdacare.com/,"Offers a platform for the inter connectivity between patients, care providers and personal medical records",Undisclosed,,Digitising Health Data,Nascent,2011,Egypt,Cairo,African,Health care workers,Patient Data
M Tiba,https://m-tiba.com/,Mobile payment wallet for healthcare services,Seed,"1,500,000",x,Nascent,2015,Kenya,Nairobi,African,End consumers,Health Care Affordability
Syncrophi,https://www.syncrophi.com/,Wireless vital signs monitoring system and paperless observation records,Seed,"1,360,000",Digitising Health Data,Nascent,2007,Ireland,,African,Health care workers,EHR
PowerGen,https://www.powergen-renewable-energy.com/,Installer of off-grid power systems,Undisclosed,,x,Nascent,2011,Kenya,Nairobi,African,Commercial and Industrial (C&I) ,Micro Grids 
Pawame,https://www.pawame.com/,Pay-as-you-go solar home system provider,Seed,"2,000,000",Renewables Transition,Nascent,2016,Kenya,Nairobi,African,End consumers,Solar PAYG
Strauss Energy,https://straussenergy.com/,Provide disruptive energy solutions to meet the gaping energy deficiency in Africa and the world at large,Undisclosed,,x,Nascent,2013,Kenya,Nairobi,African,Real Estate Developers ,Solar panel manufacturer 
Shezlong,https://www.shezlong.com/en/,Online platform to connect patient and therapist,Seed,"666,000",Telemedicine,Nascent,2014,Egypt,Giza,African,End consumers,Online Health consultations
Upowa,https://www.upowa.energy/,Provide easy access to clean energy for people who live with no access to the national grid in Cameroon.,Undisclosed,,Renewables Transition,Nascent,2014,Cameroon,Yaoundé,African,End consumers,Solar PAYG
REH,https://www.rehgroup.co.za/,"Investment, development and operation of hydropower plants in South Africa",Undisclosed,,Renewables Transition,Nascent,2010,South Africa,Cape Town,African,Utilities ,Hydro Generation
Global Energy,http://www.globalenergy.co.za/,"Global Energy provides renewable energy and waste disposal solutions with a specific focus on integrated biogas, biomass and solar PV applications.",Seed,"50,000",Renewables Transition,Nascent,2018,South Africa,Stellenbosch,African,Commercial and Industrial (C&I) ,Waste-to-Energy
WiPo,https://www.wipo-wirelesspower.com/,"WiPo Wireless Power offers reliable and convenient wireless power chargers for businesses, conference centers, airports, restaurants and other venues for the charging of mobile devices, laptops and drones.",Undisclosed,,x,Nascent,2019,South Africa,Pretoria,African,Commercial and Industrial (C&I) ,EV Charging
Akili Labs,https://akililabs.net/,Akili Labs is a biomedical startup focused on medical diagnostic technology.,Seed,"40,000",Telemedicine,Nascent,2019,South Africa,Pretoria,African,Health care workers,Remote Diagnostics and Treatment
Virunga Power,http://virungapower.com/,Virunga Power is focused on developing profitable and sustainable power generation and distribution systems on a community scale in rural areas of sub-Saharan Africa. The company engages local and regional stakeholders to tailor renewable power solutions to match local needs and resources.,Series A,"6,400,000",Renewables Transition,Nascent,2015,Kenya,Nairobi,African,Real Estate Developers ,Hydro Generation
Penda Health,https://www.pendahealth.com/,Penda Health is a chain of outpatient Medical Centers offering high quality outpatient care for the families at affordable costs.,Undisclosed,,Smart Hospitals,Nascent,2016,Kenya,Nairobi,African,End consumers,Patient Management System
PayGo Energy ,https://www.paygoenergy.co/,PayGo Energy provides gas on a pay-as-you-go basis. The company's micro-payment structure aligns with existing consumer spending habits to overcome current cost barriers and enable access to a stable supply of cooking gas.,Seed,"1,500,000",Smart Cities,Nascent,2015,Kenya,Nairobi,African,End consumers,Logistics Tracking
Majik Water,http://www.majikwater.co/,Majik Water harvests clean drinking water from the air for water-scarce communities.,Undisclosed,,x,Nascent,2017,Kenya,Nairobi,African,End consumers,Clean Water
Afyra Research,https://afyaresearch.org/,"Afya Research Africa focuses its programs on sustainable healthcare solutions that tackle access, cost, and quality issues associated with healthcare services in Kenya. The organization works with communities to set up and manage medical centers, develop health technologies to help provider succeed, and study our work to improve clinical services and public health interventions.",Undisclosed,,x,Nascent,2009,Kenya,Nairobi,African,End consumers,Hospitals
ILara Health,https://www.ilarahealth.com/,Ilara Health distributes low-cost artificial intelligence (AI) powered diagnostic devices to primary care doctors in peri-urban and rural clinics.,Seed,"735,000",Telemedicine,Nascent,2019,Kenya,Nairobi,African,End consumers,AI-Assisted Diagnosis
Vitalite,https://www.vitalitegroup.com/,"VITALITE distributes pay-as-you-go solar home systems, televisions, solar lamps, and appliances for rural, off-grid communities.",Undisclosed,,Renewables Transition,Nascent,2013,Zambia,Lusaka,African,End consumers,Solar PAYG
Yellow,https://www.yellow.africa/,Yellow sells pay-as-you-go solar-power devices to African households.,Seed,"725,000",Renewables Transition,Nascent,2018,Malawi,Lilongwe,African,Retailers,Solar PAYG
Lifebank,http://www.lifebank.ng/,"Lifebank works with hospitals around the clock to find lifesaving medical products and deliver them in good condition. These products include blood, blood products, oxygen, and vaccines.",Seed,"225,000",x,Nascent,2015,Nigeria,Lagos,African,End consumers,Logistics
Market Doctors,http://www.marketdoctors.com.ng/,Market Doctor is a mobile clinic manned by doctors and nurses with experience in social projects.,Undisclosed,,x,Nascent,2015,Nigeria,Lagos,African,End consumers,Hospitals
MeshPower,http://www.meshpower.co.rw/,"Mesh Power is a provider of solar powered nanogrids and smart metering systems to provide affordable electricity to communities without access to energy. MeshPower electrifies communities that are not covered by a country's national grid, mainly rural villages in the developing world. Villages are chosen because of their geographic location and size, with the involvement and engagement of the people who live there.",Undisclosed,,Smart Energy,Nascent,2012,Rwanda,Kigali,African,City councils ,Smart Grids
Solar Now,https://www.solarnow.eu/,SolarNow sells modular high quality solar home systems to rural populations across the country. The company also provides a financing solution that allows customers to pay for the system for a period of 18 months.,Series A,"29,200,000",Renewables Transition,Nascent,2011,Uganda,Kampala,African,End consumers,Solar productive use
Teheca,https://teheca.com/,Teheca is a mobile applicaton that helps find the closest and most qualified caretaker best suited to a user's care needs from a pool of qualified caretakers.,Undisclosed,,Telemedicine,Nascent,2016,Uganda,Kampala,African,End consumers,Online Directories
Mandulis Energy,https://www.mandulisenergy.com/,"Mandulis Energy buys agricultural waste from farmers and transforms it into clean cooking fuel (biochar, a charcoal replacement) and energy which is deployed to off-grid, rural areas in Uganda.",Series A,"2,300,000",Renewables Transition,Nascent,2014,Uganda,Kampala,African,Utilities ,Biogas
Zonful Energy,https://zonfulenergy.co.zw/,Zonful Energy is a Zimbabwean off-grid solar provider.,Seed,"900,000",Renewables Transition,Nascent,2014,Zimbabwe,Harare,African,End consumers,Solar PAYG
Easy Solar,http://www.easysolar.sl/,"Azimuth, dba Easy Solar, is a pay-as-you-go solar distribution company operating in Sierra Leone. The company makes clean energy affordable to off-grid communities by distributing solar-powered devices on a rent-to-own financing structure.",Undisclosed,,Renewables Transition,Nascent,2011,Sierra Leone,Freetown,African,End consumers,Solar PAYG
BioTherm Energy,http://www.btewind.com/cms,BioTherm Energy is an African renewable energy development platform. It has three operational wind and solar projects allocated under the SA Renewable Energy Independent Power Producers (REIPPP) Program.,Undisclosed,,x,Nascent,2005,South Africa,Johannesburg,African,Utilities ,Off-grid solar solution
Green Age Tech,https://www.greenagetech.com/,Greenage Technologies is a manufacturer of solar inverter technology.,Series A,"57,000",x,Nascent,2017,Nigeria,Enugu,African,Small and Medium Enterprises (SMEs) ,Solar Electrical Components
Ruaha Energy,http://ruahaenergy.com/,"Ruaha Energy is a Tanzanian green energy company that develops, owns, and operates small scale grid and off-grid renewable energy systems in underserved rural markets in Africa. The Company strives to implement sustainable, clean energy solutions that optimize the renewable energy resources available in each market or village they serve.",Undisclosed,,x,Nascent,2015,United Republic of Tanzania,Dar es Salaam,African,Utilities ,Off-grid solar solution
Oolu Solar,https://oolusolar.com/,"Oolu is a subscription service that gives people in places like West Africa, which don't have easy access to charging for things like phones, solar panels for charging. Oolu charges $6 per month and provides maintenance for those panels. Oolu users pay over text message.",Series B,"3,200,000",x,Nascent,2015,Senegal,Dakar,African,End consumers,Off-grid solar solution
Plentify,https://plentify.co.za/,Plentify turns water heaters into grid-connected thermal batteries which intelligently recharge when electricity is abundant on the grid.,Undisclosed,,Renewables Transition,Nascent,2018,South Africa,Cape Town,African,End consumers,Solar water heating
PEG Africa,https://pegafrica.com/,"PEG Africa provides solar home systems on credit to households in West Africa. Using a 'pay-as-you-go' financing approach, it enables customers to replace their perpetual spending on poor-quality polluting fuels, such as kerosene, with solar energy that quickly becomes an asset the customer owns.",Series B,"56,500,000",Renewables Transition,Nascent,2013,Ghana,Accra,African,Retailers,Solar PAYG
Gerocare,https://gerocare.org/,Gerocare Solutions provides subscription-based preventive healthcare services for older people.,Seed,"50,000",Telemedicine,Nascent,2017,Nigeria,Abuja,African,End consumers,Integrated Healthcare 
Karibu,https://www.karibusolar.com/,"KARIBU Solar Power is an innovative social enterprise that makes high quality solar power affordable. The company produces a modular solar lamp (solar panel + rechargeable battery + light) and employs a social business model that allows the average Base of the Pyramid (BoP) consumer to enjoy the benefits of solar lighting and energy. By paying in small increments which replicate the required cash flow for kerosene, KARIBU makes solar affordable.",Undisclosed,,x,Nascent,2013,United Republic of Tanzania,Dar es Salaam,African,End consumers,Off-grid solar solution
SimGas,https://simgas.org/,"SimGas Tanzania is developing the first off-grid, biogas-powered milk chiller at farm level to help small dairy farmers reduce milk losses and meet quality standards required to access the formal sector. The biogas will be produced using cow manure in on-farm digesters.",Undisclosed,,Renewables Transition,Nascent,2009,United Republic of Tanzania,Dar es Salaam,African,End consumers,Biogas
Village Energy,http://villageenergy.com/,Village Energy is building a last-mile solar distribution and servicing network in rural Uganda by training young men and women to become technicians and retail shop managers in their communities.,Undisclosed,,x,Nascent,2009,Uganda,Kampala,African,Small and Medium Enterprises (SMEs) ,Solar EPC
